tweet,prediction
"Thank you, Anthony @Scaramucci @WSJ ""The Entrepreneur's Case for Trump""  https://t.co/xm45Ia1GTu",Neither
"The American auto industry just had its best year ever. So yes, we can bring American manufacturing back. https://t.co/rf3YV1dEic",Neither
Donald Trump's spent his whole career avoiding paying his taxes--and leaving middle class families with the bill.   https://t.co/Qb2vYZYKkE,Neither
"With the coming forward today of the woman central to the failing @nytimes hit piece on me, we have exposed the article as a fraud!",Neither
"Every presidential nominee since 1976 has released their tax returns, but Trump has refused.
https://t.co/yA5xukG8x5",Neither
"A political commentator for @cnn, which I no longer watch, said ""Trump showed some weakness in the Repub Primaries."" I set all-time record!",Neither
"Wow, Rowanne Brewer, the most prominently depicted woman in the failing @nytimes story yesterday, was on @foxandfriends saying Times lied",Neither
"The @nytimes is so dishonest. Their hit piece cover story on me yesterday was just blown up by Rowanne Brewer, who said it was a lie!",Neither
That was an amazing interview on @foxandfriends - I hope the rest of the media picks it up to show how totally dishonest the @nytimes is!,Neither
"Bernie Sanders is being treated very badly by the Dems. The system is rigged against him. He should run as an independent! Run Bernie, run.",Neither
"“In politics and in life, ignorance is not a virtue.” —@POTUS https://t.co/3MGECPKU2e",Neither
"Great new poll- thank you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/SZyZ8GkF23",Neither
The @washingtonpost report on potential VP candidates is wrong. Marco Rubio and most others mentioned are NOT under consideration.,Neither
"""Implementar la idea [de Trump] a los Estados Unidos destruiría la economía"" —@VoxDotCom
https://t.co/5ADNub4pnm",Neither
Incomes haven’t gone up for most Americans in about 15 years. We’ve got to fix that. https://t.co/e33YsAu1Ed,Neither
"Thank you Georgia! See you soon!
#Trump2016 https://t.co/8yFd6qA4rD",Neither
"The media is really on a witch-hunt against me. False reporting, and plenty of it - but we will prevail!",Neither
"""What can we do for women that doesn't make them a liability because they're pregnant?""
https://t.co/efpa6w3KOG",Neither
Why did the failing @nytimes refuse to use any of the names given to them that I was so proud to have helped with their careers. DISHONEST!,Neither
"Wow, I have had so many calls from high ranking people laughing at the stupidity of the failing @nytimes piece. Massive front page for that!",Neither
"8 ways we can give middle-class families a raise, not one of which is cutting taxes for billionaires. https://t.co/CUwoepzAVH",Neither
Why doesn't the failing @nytimes write the real story on the Clintons and women? The media is TOTALLY dishonest!,Neither
"""@TakingIt_Back:  @nytimes keep shining....the ppl will not let the media dim your light...we no longer believe them! #Trump2016"" Thanks.",Neither
"""@tzard000: @realDonaldTrump @nytimes Everyone continues to pile onto Donald, but they can NEVER take away our votes!""  Thank you!",Neither
Everyone is laughing at the @nytimes for the lame hit piece they did on me and women.I gave them many names of women I helped-refused to use,Neither
"""@DistlerJoyce: @realDonaldTrump @nytimes OHIO WOMEN FOR TRUMP https://t.co/wpxojJnjbb""",Neither
"""@MrTohNey: Leicester &amp; DonaldTrump seem to have the same trajectory, both were written off, but they keep scaling the heights. History?",Neither
"""@QueenCharlotteO: @realDonaldTrump @nytimes I'm a women &amp; I 100% support @realDonaldTrump &amp; I have since the beginning. Thank you!",Neither
"The failing @nytimes wrote yet another hit piece on me. All are impressed with how nicely I have treated women, they found nothing. A joke!",Neither
Thank you for the nice words this morning @KellyRiddell. Well delivered and totally logical! @CNN   @FoxNews,Neither
"""@stranahan: Sheldon Adelson Pledges $100 Million to Elect Trump President - Breitbart https://t.co/aRXPHAlCLC""",Neither
Hillary was @Wellesley's first student commencement speaker in 1969. Read the speech: https://t.co/fMeBLt3yh1 https://t.co/Nl1rebbrwn,Neither
"Made a new friend in Ohio.
https://t.co/a5eq9TuHn1",Neither
Worried about a Trump presidency? Here are four things you can do to prevent it: https://t.co/WS7zALCFu4,Neither
"Why hasn't @realDonaldTrump released his tax returns? Looks like he's out of excuses.
https://t.co/6SbJdlPWFD",Neither
"Wow, @CNN is really working hard to make me look as bad  as possible. Very unprofessional. Hurting in ratings - bad television!",Neither
Great new poll- thank you! https://t.co/ytzesbCZas,Neither
FACT: Donald Trump would force schools to allow guns in classrooms on his first day in office. https://t.co/Y1YSjDDUXC,Neither
"If Crooked Hillary Clinton can't close the deal on Crazy Bernie, how is she going to take on China, Russia, ISIS and all of the others?",Neither
"Donald Trump wants to spend $3 trillion (yes, with a T) on tax cuts for people like him. https://t.co/UjYpjnCK8W https://t.co/Kn5Adb8w3X",Neither
We've got to do everything we can to make it easier for people like Frankie to reach their potential. https://t.co/BB0g7tLEjZ,Neither
"An incredible honor to receive the endorsement of a person I
have such tremendous respect for. Thank you, Sheldon! https://t.co/nW0N3OO4mw",Neither
Happening now → join @HFA senior policy advisors (and working moms) for a Q&amp,Neither
.@thehill  Your story about me &amp,Neither
We can do a lot to help working parents. Join a Facebook Q&amp,Neither
"""The annual cost of child care is higher than a year’s tuition at the average 4 year public college."" —@glamourmag https://t.co/h7RlI9EVVg",Neither
It's a simple idea: Those who have benefited the most from our economy should pay their fair share in taxes. https://t.co/2nSFZtgYFJ,Neither
“You’re gonna make the same if you do as good a job.” —Donald Trump on women and equal pay https://t.co/lHF3KRLqvs,Neither
"Even Republicans can't come to terms with the idea of ""President Trump."" https://t.co/MPLsSpDxiO",Neither
"Senator Lindsey Graham called me yesterday, very much to my surprise, and we had a very interesting talk about national security, and more!",Neither
You can tell a lot about someone by the company they keep. https://t.co/JXSzLwUlnP,Neither
"Hillary's advice to @Wellesley graduates in 1992: ""Throw yourself into the world, and make your voice count."" #TBT
https://t.co/7DjeqWCHDW",Neither
Nurses care for our families like their own. It's time we returned the favor. #InternationalNursesDay https://t.co/dqC6cqTiHg,Neither
Who benefits from Donald Trump's tax plan? Billionaires like Donald Trump. https://t.co/mslA0AkgwY https://t.co/PJUzwELXGK,Neither
"""I don’t want Americans to feel left out and left behind. I want the American Dream to be alive and well."" —Hillary
https://t.co/Jds9AWz2Xw",Neither
HFA organizing is hiring for multiple roles to build the team that will win this election. Here's how you can join: https://t.co/HhyXA1uLwB,Neither
Great meeting with @SenateMajLdr Mitch McConnell and Republican leaders in D.C. #Trump2016 https://t.co/R0NuOrZISX,Neither
Hillary Clinton has a plan for you to spend a lot less on day care https://t.co/ElzOfEfzIh,Neither
Great day in D.C. with @SpeakerRyan and Republican leadership. Things working out really well! #Trump2016 https://t.co/hfHY9MdAc7,Neither
"Trump stood by his proposed Muslim ban just last week. Now he's trying to backpedal. Don't let him.
https://t.co/rILrbZpIrJ",Neither
"Sybrina, you and all mothers of gun violence victims have taught us hate will never win. Thinking of you today. https://t.co/FnsaKtq1hd -H",Neither
"""We want to bring unity to the Republican party."" —@realDonaldTrump

Good luck with that.
https://t.co/MPLsSpV8am",Neither
"""I’ve been called many things by many people. 'Quitter' is not one of them."" #TBT https://t.co/wUjSOxc85I",Neither
"Paul Ryan and Donald Trump just met. Here's why it was probably pretty awkward.
https://t.co/Fxu0td8N78",Neither
80% of a child's brain is formed before the age of 3. Early childhood education could not be more important. https://t.co/LEMKTbqfob,Neither
"Donald Trump has released just one detailed proposal: a tax plan written by billionaires, for billionaires.
https://t.co/GX13ND67zV",Neither
"""I am the king of debt, I do love debt, I love playing with it."" —@RealDonaldTrump https://t.co/ssVajpX6Yf",Neither
"Under Trump's tax plan, the wealthiest 0.1% of Americans would get more tax relief than the bottom 60% combined. https://t.co/xL95NA3Ofn",Neither
"This election isn’t a reality show.
https://t.co/48MePw25Sz",Neither
It’s hard to imagine how we’re going to lift up families if we don't raise the national minimum wage. https://t.co/mibNHBnv65,Neither
"Trump's policies that affect women are even more offensive than his comments on women—and that's saying something.
https://t.co/YfUdtygL4h",Neither
"When asked what gov should stop doing, @realDonaldTrump said overseeing banks! How can you be tough on Wall Street by letting them off?",Neither
"If it were up to goofy Elizabeth Warren, we’d have no jobs in America—she doesn’t have a clue.",Neither
"In interview I told @AP that my taxes are under routine audit and I would release my tax returns when audit is complete, not after election!",Neither
".@HillaryClinton once again lending her voice and supporting #WashingtonDC #Statehood and Voting Rights 
https://t.co/rjRUBF3MLh",Neither
Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump &amp,Neither
Goofy Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage. See media—asking for increase!,Neither
"Our Native American Senator, goofy Elizabeth Warren, couldn’t care less about the American worker…does nothing to help!",Neither
"Donald Trump's tax plan:
1. Cut taxes for the wealthiest Americans
2. Saddle the rest of the country with the debt
https://t.co/xL95NA3Ofn",Neither
Goofy Elizabeth Warren is now using the woman’s card like her friend crooked Hillary. See her dumb tweet “when a woman stands up to you…”,Neither
"If the people of Massachusetts found out what an ineffective Senator goofy Elizabeth Warren has been, she would lose!",Neither
Thanks Piers. https://t.co/hiDDT9hV0j,Neither
"When women are paid less, they're also short-changed in saving for retirement and contributing to Social Security. We've got to change this.",Neither
#MakeAmericaGreatAgain #Trump2016 https://t.co/CLhqgybbYR,Neither
'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline,Neither
"""[The LGBT community's] progress is not only safe in her hands, it will continue."" —@washblade endorsing Hillary: https://t.co/CHegOe0aG5",Neither
Goofy Elizabeth Warren didn’t have the guts to run for POTUS. Her phony Native American heritage stops that and VP cold.,Neither
